,count,values
entry.resource.organization.reference,2,['Organization/acme-lab']
component.code.coding.display,6,"['Diastolic blood pressure', 'Inhaled oxygen flow rate', 'Systolic blood pressure']"
item.answer.valueCoding.system,4,['http://loinc.org']
packageId,2,['hl7.fhir.us.core']
_multipleOr.extension.url,196,['http://hl7.org/fhir/StructureDefinition/capabilitystatement-expectation']
snapshot.element.example.label,12,['General']
entry.resource.verificationStatus.coding.system,2,['http://terminology.hl7.org/CodeSystem/allergyintolerance-verification']
entry.resource.id,6,"['71', '79613', '79614', 'Practitioner-1011', 'PractitionerRole-1', 'uscore-med2', 'uscore-mo3']"
valueBoolean,2,[True]
referenceRange.low.value,30,"[0.1, 0.2, 2.0, 3.5, 4.1, 5.0, 8.5, 16.5, 22.0, 30.0, 37.0, 40.0, 90, 95.0, 135.0]"
entry.resource.connectionType.code,2,['direct-project']
entry.resource.address.text,2,['346 W Plum Avenu Dearborn MI 48123']
derivedFrom.display,102,"['US Core QuestionnaireResponse AHC HRSN Screening-Example Example', 'US Core QuestionnaireResponse Hunger Vital Sign Example', 'US Core QuestionnaireResponse PRAPARE Example']"
snapshot.element.type.extension.url,102,"['http://hl7.org/fhir/StructureDefinition/elementdefinition-type-must-support', 'http://hl7.org/fhir/StructureDefinition/regex', 'http://hl7.org/fhir/StructureDefinition/structuredefinition-fhir-type', 'http://hl7.org/fhir/StructureDefinition/structuredefinition-hierarchy']"
item.item.item.answer.valueCoding.display,2,"['1 or 2 times a week', 'Child care', 'Clothing', 'English', 'I choose not to answer this question', 'I do not have housing (staying with others, in a hotel, in a shelter, living outside on the street, on a beach, in a car, or in a park)', 'Less than high school degree', 'Medicaid', 'No', 'Pacific Islander', 'Somewhat', 'Unemployed', 'White', 'Yes', 'Yes, it has kept me from non-medical meetings, appointments, work, or from getting things that I need']"
udiCarrier.deviceIdentifier,6,"['09504000059118', '987979879879', '99863313444316']"
class.display,6,"['ambulatory', 'inpatient encounter']"
instantiates,4,"['http://hl7.org/fhir/us/core/CapabilityStatement/us-core-client', 'http://hl7.org/fhir/us/core/CapabilityStatement/us-core-server']"
content.id,2,['a1']
entry.resource.specialty.coding.display,2,['General Practice Physician']
snapshot.element.base.path,102,"['Address.city', 'Address.country', 'Address.district', 'Address.line', 'Address.period', 'Address.postalCode', 'Address.state', 'Address.text', 'Address.type', 'Address.use', 'AllergyIntolerance', 'AllergyIntolerance.asserter', 'AllergyIntolerance.category', 'AllergyIntolerance.clinicalStatus', 'AllergyIntolerance.code', 'AllergyIntolerance.criticality', 'AllergyIntolerance.encounter', 'AllergyIntolerance.identifier', 'AllergyIntolerance.lastOccurrence', 'AllergyIntolerance.note', 'AllergyIntolerance.onset[x]', 'AllergyIntolerance.patient', 'AllergyIntolerance.reaction', 'AllergyIntolerance.reaction.description', 'AllergyIntolerance.reaction.exposureRoute', 'AllergyIntolerance.reaction.manifestation', 'AllergyIntolerance.reaction.note', 'AllergyIntolerance.reaction.onset', 'AllergyIntolerance.reaction.severity', 'AllergyIntolerance.reaction.substance', 'AllergyIntolerance.recordedDate', 'AllergyIntolerance.recorder', 'AllergyIntolerance.type', 'AllergyIntolerance.verificationStatus', 'Attachment.contentType', 'Attachment.creation', 'Attachment.data', 'Attachment.hash', 'Attachment.language', 'Attachment.size', 'Attachment.title', 'Attachment.url', 'BackboneElement.modifierExtension', 'CarePlan', 'CarePlan.activity', 'CarePlan.activity.detail', 'CarePlan.activity.detail.code', 'CarePlan.activity.detail.dailyAmount', 'CarePlan.activity.detail.description', 'CarePlan.activity.detail.doNotPerform', 'CarePlan.activity.detail.goal', 'CarePlan.activity.detail.instantiatesCanonical', 'CarePlan.activity.detail.instantiatesUri', 'CarePlan.activity.detail.kind', 'CarePlan.activity.detail.location', 'CarePlan.activity.detail.performer', 'CarePlan.activity.detail.product[x]', 'CarePlan.activity.detail.quantity', 'CarePlan.activity.detail.reasonCode', 'CarePlan.activity.detail.reasonReference', 'CarePlan.activity.detail.scheduled[x]', 'CarePlan.activity.detail.status', 'CarePlan.activity.detail.statusReason', 'CarePlan.activity.outcomeCodeableConcept', 'CarePlan.activity.outcomeReference', 'CarePlan.activity.progress', 'CarePlan.activity.reference', 'CarePlan.addresses', 'CarePlan.author', 'CarePlan.basedOn', 'CarePlan.careTeam', 'CarePlan.category', 'CarePlan.contributor', 'CarePlan.created', 'CarePlan.description', 'CarePlan.encounter', 'CarePlan.goal', 'CarePlan.identifier', 'CarePlan.instantiatesCanonical', 'CarePlan.instantiatesUri', 'CarePlan.intent', 'CarePlan.note', 'CarePlan.partOf', 'CarePlan.period', 'CarePlan.replaces', 'CarePlan.status', 'CarePlan.subject', 'CarePlan.supportingInfo', 'CarePlan.title', 'CareTeam', 'CareTeam.category', 'CareTeam.encounter', 'CareTeam.identifier', 'CareTeam.managingOrganization', 'CareTeam.name', 'CareTeam.note', 'CareTeam.participant', 'CareTeam.participant.member', 'CareTeam.participant.onBehalfOf', 'CareTeam.participant.period', 'CareTeam.participant.role', 'CareTeam.period', 'CareTeam.reasonCode', 'CareTeam.reasonReference', 'CareTeam.status', 'CareTeam.subject', 'CareTeam.telecom', 'CodeableConcept.coding', 'CodeableConcept.text', 'Coding.code', 'Coding.display', 'Coding.system', 'Coding.userSelected', 'Coding.version', 'Condition', 'Condition.abatement[x]', 'Condition.asserter', 'Condition.bodySite', 'Condition.category', 'Condition.clinicalStatus', 'Condition.code', 'Condition.encounter', 'Condition.evidence', 'Condition.evidence.code', 'Condition.evidence.detail', 'Condition.identifier', 'Condition.note', 'Condition.onset[x]', 'Condition.recordedDate', 'Condition.recorder', 'Condition.severity', 'Condition.stage', 'Condition.stage.assessment', 'Condition.stage.summary', 'Condition.stage.type', 'Condition.subject', 'Condition.verificationStatus', 'ContactPoint.period', 'ContactPoint.rank', 'ContactPoint.system', 'ContactPoint.use', 'ContactPoint.value', 'Device', 'Device.contact', 'Device.definition', 'Device.deviceName', 'Device.deviceName.name', 'Device.deviceName.type', 'Device.distinctIdentifier', 'Device.expirationDate', 'Device.identifier', 'Device.location', 'Device.lotNumber', 'Device.manufactureDate', 'Device.manufacturer', 'Device.modelNumber', 'Device.note', 'Device.owner', 'Device.parent', 'Device.partNumber', 'Device.patient', 'Device.property', 'Device.property.type', 'Device.property.valueCode', 'Device.property.valueQuantity', 'Device.safety', 'Device.serialNumber', 'Device.specialization', 'Device.specialization.systemType', 'Device.specialization.version', 'Device.status', 'Device.statusReason', 'Device.type', 'Device.udiCarrier', 'Device.udiCarrier.carrierAIDC', 'Device.udiCarrier.carrierHRF', 'Device.udiCarrier.deviceIdentifier', 'Device.udiCarrier.entryType', 'Device.udiCarrier.issuer', 'Device.udiCarrier.jurisdiction', 'Device.url', 'Device.version', 'Device.version.component', 'Device.version.type', 'Device.version.value', 'DiagnosticReport', 'DiagnosticReport.basedOn', 'DiagnosticReport.category', 'DiagnosticReport.code', 'DiagnosticReport.conclusion', 'DiagnosticReport.conclusionCode', 'DiagnosticReport.effective[x]', 'DiagnosticReport.encounter', 'DiagnosticReport.identifier', 'DiagnosticReport.imagingStudy', 'DiagnosticReport.issued', 'DiagnosticReport.media', 'DiagnosticReport.media.comment', 'DiagnosticReport.media.link', 'DiagnosticReport.performer', 'DiagnosticReport.presentedForm', 'DiagnosticReport.result', 'DiagnosticReport.resultsInterpreter', 'DiagnosticReport.specimen', 'DiagnosticReport.status', 'DiagnosticReport.subject', 'DocumentReference', 'DocumentReference.authenticator', 'DocumentReference.author', 'DocumentReference.category', 'DocumentReference.content', 'DocumentReference.content.attachment', 'DocumentReference.content.format', 'DocumentReference.context', 'DocumentReference.context.encounter', 'DocumentReference.context.event', 'DocumentReference.context.facilityType', 'DocumentReference.context.period', 'DocumentReference.context.practiceSetting', 'DocumentReference.context.related', 'DocumentReference.context.sourcePatientInfo', 'DocumentReference.custodian', 'DocumentReference.date', 'DocumentReference.description', 'DocumentReference.docStatus', 'DocumentReference.identifier', 'DocumentReference.masterIdentifier', 'DocumentReference.relatesTo', 'DocumentReference.relatesTo.code', 'DocumentReference.relatesTo.target', 'DocumentReference.securityLabel', 'DocumentReference.status', 'DocumentReference.subject', 'DocumentReference.type', 'DomainResource.contained', 'DomainResource.extension', 'DomainResource.modifierExtension', 'DomainResource.text', 'Dosage.additionalInstruction', 'Dosage.asNeeded[x]', 'Dosage.doseAndRate', 'Dosage.doseAndRate.dose[x]', 'Dosage.doseAndRate.rate[x]', 'Dosage.doseAndRate.type', 'Dosage.maxDosePerAdministration', 'Dosage.maxDosePerLifetime', 'Dosage.maxDosePerPeriod', 'Dosage.method', 'Dosage.patientInstruction', 'Dosage.route', 'Dosage.sequence', 'Dosage.site', 'Dosage.text', 'Dosage.timing', 'Element.extension', 'Element.id', 'Encounter', 'Encounter.account', 'Encounter.appointment', 'Encounter.basedOn', 'Encounter.class', 'Encounter.classHistory', 'Encounter.classHistory.class', 'Encounter.classHistory.period', 'Encounter.diagnosis', 'Encounter.diagnosis.condition', 'Encounter.diagnosis.rank', 'Encounter.diagnosis.use', 'Encounter.episodeOfCare', 'Encounter.hospitalization', 'Encounter.hospitalization.admitSource', 'Encounter.hospitalization.destination', 'Encounter.hospitalization.dietPreference', 'Encounter.hospitalization.dischargeDisposition', 'Encounter.hospitalization.origin', 'Encounter.hospitalization.preAdmissionIdentifier', 'Encounter.hospitalization.reAdmission', 'Encounter.hospitalization.specialArrangement', 'Encounter.hospitalization.specialCourtesy', 'Encounter.identifier', 'Encounter.length', 'Encounter.location', 'Encounter.location.location', 'Encounter.location.period', 'Encounter.location.physicalType', 'Encounter.location.status', 'Encounter.partOf', 'Encounter.participant', 'Encounter.participant.individual', 'Encounter.participant.period', 'Encounter.participant.type', 'Encounter.period', 'Encounter.priority', 'Encounter.reasonCode', 'Encounter.reasonReference', 'Encounter.serviceProvider', 'Encounter.serviceType', 'Encounter.status', 'Encounter.statusHistory', 'Encounter.statusHistory.period', 'Encounter.statusHistory.status', 'Encounter.subject', 'Encounter.type', 'Extension', 'Extension.url', 'Extension.value[x]', 'Goal', 'Goal.achievementStatus', 'Goal.addresses', 'Goal.category', 'Goal.description', 'Goal.expressedBy', 'Goal.identifier', 'Goal.lifecycleStatus', 'Goal.note', 'Goal.outcomeCode', 'Goal.outcomeReference', 'Goal.priority', 'Goal.start[x]', 'Goal.statusDate', 'Goal.statusReason', 'Goal.subject', 'Goal.target', 'Goal.target.detail[x]', 'Goal.target.due[x]', 'Goal.target.measure', 'HumanName.family', 'HumanName.given', 'HumanName.period', 'HumanName.prefix', 'HumanName.suffix', 'HumanName.text', 'HumanName.use', 'Identifier.assigner', 'Identifier.period', 'Identifier.system', 'Identifier.type', 'Identifier.use', 'Identifier.value', 'Immunization', 'Immunization.doseQuantity', 'Immunization.education', 'Immunization.education.documentType', 'Immunization.education.presentationDate', 'Immunization.education.publicationDate', 'Immunization.education.reference', 'Immunization.encounter', 'Immunization.expirationDate', 'Immunization.fundingSource', 'Immunization.identifier', 'Immunization.isSubpotent', 'Immunization.location', 'Immunization.lotNumber', 'Immunization.manufacturer', 'Immunization.note', 'Immunization.occurrence[x]', 'Immunization.patient', 'Immunization.performer', 'Immunization.performer.actor', 'Immunization.performer.function', 'Immunization.primarySource', 'Immunization.programEligibility', 'Immunization.protocolApplied', 'Immunization.protocolApplied.authority', 'Immunization.protocolApplied.doseNumber[x]', 'Immunization.protocolApplied.series', 'Immunization.protocolApplied.seriesDoses[x]', 'Immunization.protocolApplied.targetDisease', 'Immunization.reaction', 'Immunization.reaction.date', 'Immunization.reaction.detail', 'Immunization.reaction.reported', 'Immunization.reasonCode', 'Immunization.reasonReference', 'Immunization.recorded', 'Immunization.reportOrigin', 'Immunization.route', 'Immunization.site', 'Immunization.status', 'Immunization.statusReason', 'Immunization.subpotentReason', 'Immunization.vaccineCode', 'Location', 'Location.address', 'Location.alias', 'Location.availabilityExceptions', 'Location.description', 'Location.endpoint', 'Location.hoursOfOperation', 'Location.hoursOfOperation.allDay', 'Location.hoursOfOperation.closingTime', 'Location.hoursOfOperation.daysOfWeek', 'Location.hoursOfOperation.openingTime', 'Location.identifier', 'Location.managingOrganization', 'Location.mode', 'Location.name', 'Location.operationalStatus', 'Location.partOf', 'Location.physicalType', 'Location.position', 'Location.position.altitude', 'Location.position.latitude', 'Location.position.longitude', 'Location.status', 'Location.telecom', 'Location.type', 'Medication', 'Medication.amount', 'Medication.batch', 'Medication.batch.expirationDate', 'Medication.batch.lotNumber', 'Medication.code', 'Medication.form', 'Medication.identifier', 'Medication.ingredient', 'Medication.ingredient.isActive', 'Medication.ingredient.item[x]', 'Medication.ingredient.strength', 'Medication.manufacturer', 'Medication.status', 'MedicationRequest', 'MedicationRequest.authoredOn', 'MedicationRequest.basedOn', 'MedicationRequest.category', 'MedicationRequest.courseOfTherapyType', 'MedicationRequest.detectedIssue', 'MedicationRequest.dispenseRequest', 'MedicationRequest.dispenseRequest.dispenseInterval', 'MedicationRequest.dispenseRequest.expectedSupplyDuration', 'MedicationRequest.dispenseRequest.initialFill', 'MedicationRequest.dispenseRequest.initialFill.duration', 'MedicationRequest.dispenseRequest.initialFill.quantity', 'MedicationRequest.dispenseRequest.numberOfRepeatsAllowed', 'MedicationRequest.dispenseRequest.performer', 'MedicationRequest.dispenseRequest.quantity', 'MedicationRequest.dispenseRequest.validityPeriod', 'MedicationRequest.doNotPerform', 'MedicationRequest.dosageInstruction', 'MedicationRequest.encounter', 'MedicationRequest.eventHistory', 'MedicationRequest.groupIdentifier', 'MedicationRequest.identifier', 'MedicationRequest.instantiatesCanonical', 'MedicationRequest.instantiatesUri', 'MedicationRequest.insurance', 'MedicationRequest.intent', 'MedicationRequest.medication[x]', 'MedicationRequest.note', 'MedicationRequest.performer', 'MedicationRequest.performerType', 'MedicationRequest.priorPrescription', 'MedicationRequest.priority', 'MedicationRequest.reasonCode', 'MedicationRequest.reasonReference', 'MedicationRequest.recorder', 'MedicationRequest.reported[x]', 'MedicationRequest.requester', 'MedicationRequest.status', 'MedicationRequest.statusReason', 'MedicationRequest.subject', 'MedicationRequest.substitution', 'MedicationRequest.substitution.allowed[x]', 'MedicationRequest.substitution.reason', 'MedicationRequest.supportingInformation', 'Meta.lastUpdated', 'Meta.profile', 'Meta.security', 'Meta.source', 'Meta.tag', 'Meta.versionId', 'Narrative.div', 'Narrative.status', 'Observation', 'Observation.basedOn', 'Observation.bodySite', 'Observation.category', 'Observation.code', 'Observation.component', 'Observation.component.code', 'Observation.component.dataAbsentReason', 'Observation.component.interpretation', 'Observation.component.referenceRange', 'Observation.component.value[x]', 'Observation.dataAbsentReason', 'Observation.derivedFrom', 'Observation.device', 'Observation.effective[x]', 'Observation.encounter', 'Observation.focus', 'Observation.hasMember', 'Observation.identifier', 'Observation.interpretation', 'Observation.issued', 'Observation.method', 'Observation.note', 'Observation.partOf', 'Observation.performer', 'Observation.referenceRange', 'Observation.referenceRange.age', 'Observation.referenceRange.appliesTo', 'Observation.referenceRange.high', 'Observation.referenceRange.low', 'Observation.referenceRange.text', 'Observation.referenceRange.type', 'Observation.specimen', 'Observation.status', 'Observation.subject', 'Observation.value[x]', 'Organization', 'Organization.active', 'Organization.address', 'Organization.alias', 'Organization.contact', 'Organization.contact.address', 'Organization.contact.name', 'Organization.contact.purpose', 'Organization.contact.telecom', 'Organization.endpoint', 'Organization.identifier', 'Organization.name', 'Organization.partOf', 'Organization.telecom', 'Organization.type', 'Patient', 'Patient.active', 'Patient.address', 'Patient.birthDate', 'Patient.communication', 'Patient.communication.language', 'Patient.communication.preferred', 'Patient.contact', 'Patient.contact.address', 'Patient.contact.gender', 'Patient.contact.name', 'Patient.contact.organization', 'Patient.contact.period', 'Patient.contact.relationship', 'Patient.contact.telecom', 'Patient.deceased[x]', 'Patient.gender', 'Patient.generalPractitioner', 'Patient.identifier', 'Patient.link', 'Patient.link.other', 'Patient.link.type', 'Patient.managingOrganization', 'Patient.maritalStatus', 'Patient.multipleBirth[x]', 'Patient.name', 'Patient.photo', 'Patient.telecom', 'Practitioner', 'Practitioner.active', 'Practitioner.address', 'Practitioner.birthDate', 'Practitioner.communication', 'Practitioner.gender', 'Practitioner.identifier', 'Practitioner.name', 'Practitioner.photo', 'Practitioner.qualification', 'Practitioner.qualification.code', 'Practitioner.qualification.identifier', 'Practitioner.qualification.issuer', 'Practitioner.qualification.period', 'Practitioner.telecom', 'PractitionerRole', 'PractitionerRole.active', 'PractitionerRole.availabilityExceptions', 'PractitionerRole.availableTime', 'PractitionerRole.availableTime.allDay', 'PractitionerRole.availableTime.availableEndTime', 'PractitionerRole.availableTime.availableStartTime', 'PractitionerRole.availableTime.daysOfWeek', 'PractitionerRole.code', 'PractitionerRole.endpoint', 'PractitionerRole.healthcareService', 'PractitionerRole.identifier', 'PractitionerRole.location', 'PractitionerRole.notAvailable', 'PractitionerRole.notAvailable.description', 'PractitionerRole.notAvailable.during', 'PractitionerRole.organization', 'PractitionerRole.period', 'PractitionerRole.practitioner', 'PractitionerRole.specialty', 'PractitionerRole.telecom', 'Procedure', 'Procedure.asserter', 'Procedure.basedOn', 'Procedure.bodySite', 'Procedure.category', 'Procedure.code', 'Procedure.complication', 'Procedure.complicationDetail', 'Procedure.encounter', 'Procedure.focalDevice', 'Procedure.focalDevice.action', 'Procedure.focalDevice.manipulated', 'Procedure.followUp', 'Procedure.identifier', 'Procedure.instantiatesCanonical', 'Procedure.instantiatesUri', 'Procedure.location', 'Procedure.note', 'Procedure.outcome', 'Procedure.partOf', 'Procedure.performed[x]', 'Procedure.performer', 'Procedure.performer.actor', 'Procedure.performer.function', 'Procedure.performer.onBehalfOf', 'Procedure.reasonCode', 'Procedure.reasonReference', 'Procedure.recorder', 'Procedure.report', 'Procedure.status', 'Procedure.statusReason', 'Procedure.subject', 'Procedure.usedCode', 'Procedure.usedReference', 'Provenance', 'Provenance.activity', 'Provenance.agent', 'Provenance.agent.onBehalfOf', 'Provenance.agent.role', 'Provenance.agent.type', 'Provenance.agent.who', 'Provenance.entity', 'Provenance.entity.agent', 'Provenance.entity.role', 'Provenance.entity.what', 'Provenance.location', 'Provenance.occurred[x]', 'Provenance.policy', 'Provenance.reason', 'Provenance.recorded', 'Provenance.signature', 'Provenance.target', 'Quantity.code', 'Quantity.comparator', 'Quantity.system', 'Quantity.unit', 'Quantity.value', 'QuestionnaireResponse', 'QuestionnaireResponse.author', 'QuestionnaireResponse.authored', 'QuestionnaireResponse.basedOn', 'QuestionnaireResponse.encounter', 'QuestionnaireResponse.identifier', 'QuestionnaireResponse.item', 'QuestionnaireResponse.item.answer', 'QuestionnaireResponse.item.answer.item', 'QuestionnaireResponse.item.answer.value[x]', 'QuestionnaireResponse.item.definition', 'QuestionnaireResponse.item.item', 'QuestionnaireResponse.item.linkId', 'QuestionnaireResponse.item.text', 'QuestionnaireResponse.partOf', 'QuestionnaireResponse.questionnaire', 'QuestionnaireResponse.source', 'QuestionnaireResponse.status', 'QuestionnaireResponse.subject', 'Reference.display', 'Reference.identifier', 'Reference.reference', 'Reference.type', 'RelatedPerson', 'RelatedPerson.active', 'RelatedPerson.address', 'RelatedPerson.birthDate', 'RelatedPerson.communication', 'RelatedPerson.communication.language', 'RelatedPerson.communication.preferred', 'RelatedPerson.gender', 'RelatedPerson.identifier', 'RelatedPerson.name', 'RelatedPerson.patient', 'RelatedPerson.period', 'RelatedPerson.photo', 'RelatedPerson.relationship', 'RelatedPerson.telecom', 'Resource.id', 'Resource.implicitRules', 'Resource.language', 'Resource.meta', 'ServiceRequest', 'ServiceRequest.asNeeded[x]', 'ServiceRequest.authoredOn', 'ServiceRequest.basedOn', 'ServiceRequest.bodySite', 'ServiceRequest.category', 'ServiceRequest.code', 'ServiceRequest.doNotPerform', 'ServiceRequest.encounter', 'ServiceRequest.identifier', 'ServiceRequest.instantiatesCanonical', 'ServiceRequest.instantiatesUri', 'ServiceRequest.insurance', 'ServiceRequest.intent', 'ServiceRequest.locationCode', 'ServiceRequest.locationReference', 'ServiceRequest.note', 'ServiceRequest.occurrence[x]', 'ServiceRequest.orderDetail', 'ServiceRequest.patientInstruction', 'ServiceRequest.performer', 'ServiceRequest.performerType', 'ServiceRequest.priority', 'ServiceRequest.quantity[x]', 'ServiceRequest.reasonCode', 'ServiceRequest.reasonReference', 'ServiceRequest.relevantHistory', 'ServiceRequest.replaces', 'ServiceRequest.requester', 'ServiceRequest.requisition', 'ServiceRequest.specimen', 'ServiceRequest.status', 'ServiceRequest.subject', 'ServiceRequest.supportingInfo', 'uri.value']"
